Game_Title,All_Review_Cat,Release_Date,Game_Developer,Game_Publisher,Player_Type,Has_Violence,Price_Original_Before_Discount,Discount_Percentage,Price_Discount,Price_Original,price_subscription,Genre_List,OS_List,Memory,Storage,Hard_Drive,VR_Support,Purchase_All,Purchase_Steam,Purchase_Other,Review_All,Review_Positive,Review_Negative
Conan Exiles,Mostly Positive,"8 May, 2018",Funcom,Funcom,Single-player,None,None,None,None,999,None,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",['windows'],['6 GB'],['69 GB'],[],None,48447,34617,13830,48447,36983,11464
Door Kickers Action Squad,Very Positive,"10 Sep, 2018",PixelShard,KillHouse Games,Single-player,None,None,None,None,439,None,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",['windows'],['512 MB'],['100 MB'],[],None,3202,2801,401,3202,3012,190
TEKKEN 7,Very Positive,"2 Jun, 2017",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,Single-player,violence/bad_language,None,None,None,989,None,"['Action', 'Sports']",['windows'],['6 GB'],['60 GB'],[],None,31267,21077,10190,31267,26464,4803
Street Fighter V,Mixed,"15 Feb, 2016",Capcom,Capcom,Single-player,violence/bad_language,None,None,None,1499,None,['Action'],['windows'],['6 GB'],[],[],None,24452,13238,11214,24452,13661,10791
BONEWORKS,Very Positive,"10 Dec, 2019",Stress Level Zero,Stress Level Zero,Single-player,None,None,None,None,699,None,"['Action', 'Adventure', 'Indie', 'Simulation']",['windows'],['8 GB'],['20 GB'],[],VR Support,11498,11037,461,11498,10269,1229
BONEWORKS,Very Positive,"10 Dec, 2019",Stress Level Zero,Stress Level Zero,Single-player,None,None,None,None,699,None,"['Action', 'Adventure', 'Indie', 'Simulation']",['windows'],['8 GB'],['20 GB'],[],VR Support,11498,11037,461,11498,10269,1229
Hell Let Loose,Very Positive,"6 Jun, 2019",Black Matter Pty Ltd,Team17 Digital Ltd,Online PvP,None,None,None,None,699,None,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",['windows'],['8 GB'],['20 GB'],[],None,16680,10167,6513,16680,13543,3137
Hell Let Loose,Very Positive,"6 Jun, 2019",Black Matter Pty Ltd,Team17 Digital Ltd,Online PvP,None,None,None,None,699,None,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",['windows'],['8 GB'],['20 GB'],[],None,16680,10167,6513,16680,13543,3137
Remnant From the Ashes,Very Positive,"20 Aug, 2019",Gunfire Games,Perfect World Entertainment,Single-player,violence/bad_language,None,None,None,1440,None,"['Action', 'Adventure', 'RPG']",['windows'],['8 GB'],[],[],None,21532,18444,3088,21532,17985,3547
Dead Cells,Overwhelmingly Positive,"7 Aug, 2018",Motion Twin,Motion Twin,Single-player,violence/bad_language,629,-20%,503,328,None,"['Action', 'Indie']",['windows'],['2 GB'],['500 MB'],[],None,49606,41801,7805,49606,47851,1755
DRAGON QUEST BUILDERS 2,Very Positive,"10 Dec, 2019",Square Enix,Square Enix,Single-player,violence/bad_language,None,None,None,DRAGON QUEST BUILDERS 2 JUMBO DEMO,None,"['Action', 'Adventure', 'RPG']",['windows'],['6 GB'],['12 GB'],[],None,2269,1952,317,2269,2137,132
Brawlhalla,Very Positive,"17 Oct, 2017",Blue Mammoth Games,Ubisoft,Single-player,None,None,None,None,Free to Play,None,"['Action', 'Free to Play', 'Indie']",['windows'],['1 GB'],['350 MB'],[],None,144260,2808,141452,144260,122606,21654
Total War THREE KINGDOMS  A World Betrayed,Mostly Positive,"19 Mar, 2020",CREATIVE ASSEMBLY,SEGA,Single-player,None,None,None,None,450,None,"['Action', 'Strategy']",['windows'],['4 GB'],['60 GB'],[],None,754,716,38,754,560,194
Batman Arkham Origins,Very Positive,"25 Oct, 2013",WB Games Montreal,Warner Bros. Interactive Entertainment,Single-player,None,None,None,None,565,None,"['Action', 'Adventure']",['windows'],['2 GB'],[],[],None,27300,15859,11441,27300,23486,3814
Insurgency Sandstorm,Very Positive,"12 Dec, 2018",New World Interactive,Focus Home Interactive,Online PvP,None,None,None,None,999,None,['Action'],['windows'],['8 GB'],['40 GB'],[],None,48110,36445,11665,48110,39064,9046
FOR HONOR,Mixed,"14 Feb, 2017",Ubisoft Montreal,Ubisoft,Single-player,violence/bad_language,None,None,None,749,None,['Action'],['windows'],['4 GB'],['40 GB'],[],None,79240,43763,35477,79240,50155,29085
Darksiders Genesis,Very Positive,"5 Dec, 2019",Airship Syndicate,THQ Nordic,Single-player,violence/bad_language,None,None,None,1159,None,"['Action', 'Adventure']",['windows'],['4 GB'],['15 GB'],[],None,4889,3870,1019,4889,4189,700
Record of Lodoss WarDeedlit in Wonder Labyrinth,Very Positive,"12 Mar, 2020",Why so serious?,Why so serious?,Single-player,None,None,None,None,419,None,"['Action', 'Indie', 'Early Access']",['windows'],[' 2 GB RAM'],[' 50 MB available space'],[],None,678,638,40,678,645,33
War Robots,Mixed,"5 Apr, 2018",Pixonic,Pixonic,Online PvP,None,None,None,None,Free To Play,None,"['Action', 'Free to Play']",['windows'],['2 GB'],['1500 MB'],[],None,3681,0,3681,3681,1979,1702
YuGiOh Duel Links,Very Positive,"17 Nov, 2017",Konami Digital Entertainment,Konami Digital Entertainment,Single-player,violence/bad_language,None,None,None,Free to Play,None,"['Free to Play', 'Strategy']",['windows'],['4 GB'],['5 GB'],[],None,19812,0,19812,19812,16239,3573
CounterStrike Source,Overwhelmingly Positive,"1 Nov, 2004",Valve,Valve,Cross-Platform Multiplayer,None,None,None,None,349,None,['Action'],"['linux', 'windows', 'mac']",[],[],[],None,103117,63220,39897,103117,98928,4189
Middleearth Shadow of War,Very Positive,"10 Oct, 2017",Monolith Productions,WB Games,Single-player,violence/bad_language,None,None,None,Demo Middleearth Shadow of War,None,"['Action', 'Adventure', 'RPG']",['windows'],['6 GB'],['70 GB'],[],None,39845,27555,12290,39845,33240,6605
Pavlov VR,Very Positive,"28 Feb, 2017",Vankrupt Games,Vankrupt Games,Online PvP,None,None,None,None,569,None,"['Action', 'Indie', 'Early Access']",['windows'],['4 GB'],['16 GB'],[],VR Support,11772,11190,582,11772,11048,724
Attack on Titan 2  AOT2,Very Positive,"15 Mar, 2018","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,1299,None,['Action'],['windows'],['6 GB'],['30 GB'],[],None,1324,1062,262,1324,1127,197
Just Cause 4 Reloaded,Mixed,"4 Dec, 2018",Avalanche Studios,Square Enix,Single-player,violence/bad_language,None,None,None,6263,None,"['Action', 'Adventure']",['windows'],['8 GB'],['59 GB'],[],None,15155,9331,5824,15155,8334,6821
DayZ Livonia,Mostly Positive,"3 Dec, 2019",Bohemia Interactive,Bohemia Interactive,Online PvP,violence/bad_language,849,-20%,679,None,None,"['Action', 'Adventure', 'Massively Multiplayer']",['windows'],['8 GB'],['20 GB'],[],None,625,553,72,625,463,162
Pistol Whip,Very Positive,"7 Nov, 2019",Cloudhead Games ltd.,Cloudhead Games ltd.,Single-player,None,None,None,None,569,None,"['Action', 'Indie']",['windows'],['8 GB'],['800 MB'],[],VR Support,1189,1122,67,1189,1094,95
DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,Very Positive,"13 May, 2014","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,989,None,['Action'],['windows'],['256 MB'],['18 GB'],[],None,7201,6074,1127,7201,5926,1275
Blade and Sorcery,Overwhelmingly Positive,"11 Dec, 2018",WarpFrog,WarpFrog,Single-player,None,None,None,None,529,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",['windows'],['8 GB'],[],[],VR Support,7755,7420,335,7755,7390,365
Nioh Complete Edition   Complete Edition,Mostly Positive,"7 Nov, 2017","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,1099,None,"['Action', 'RPG']",['windows'],['6 GB'],['80 GB'],[],None,19769,14574,5195,19769,15802,3967
Azur Lane Crosswave,Mixed,"14 Feb, 2020",IDEA FACTORY,Idea Factory International,Single-player,None,None,None,None,1099,None,"['Action', 'Adventure', 'RPG']",['windows'],['8 GB'],['4 GB'],[],None,4817,4489,328,4817,3119,1698
CODE VEIN,Very Positive,"27 Sep, 2019",BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,Single-player,None,None,None,None,2999,None,"['Action', 'RPG']",['windows'],['6 GB'],['35 GB'],[],None,19211,13277,5934,19211,17236,1975
MORDHAU,Very Positive,"29 Apr, 2019",Triternion,Triternion,Online PvP,None,None,None,None,699,None,"['Action', 'Indie']",['windows'],['8 GB'],['20 GB'],[],None,64983,54483,10500,64983,54164,10819
SUPERHOT VR,Very Positive,"25 May, 2017",SUPERHOT Team,SUPERHOT Team,Single-player,None,619,-32%,420,None,None,"['Action', 'Indie']",['windows'],['8 GB'],['4 GB'],[],VR Support,4024,3440,584,4024,3593,431
Tank Mechanic Simulator,Very Positive,"20 Feb, 2020",DeGenerals,PlayWay S.A.,Single-player,None,None,None,None,529,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",['windows'],['8 GB'],['8 GB'],[],None,2616,2472,144,2616,2186,430
Mount  Blade Warband,Overwhelmingly Positive,"31 Mar, 2010",TaleWorlds Entertainment,TaleWorlds Entertainment,Single-player,None,None,None,None,699,None,"['Action', 'RPG']","['linux', 'windows', 'mac']","['512MB RAM', '1GB RAM', '1 GB', '1 GB']",[],"['100 MB', '100MB available', '1 GB', '1 GB']",None,110186,84340,25846,110186,107583,2603
Indivisible,Mostly Positive,"8 Oct, 2019",Lab Zero Games,505 Games,Single-player,None,None,None,None,2499,None,"['Action', 'Indie', 'RPG']","['linux', 'windows']","['6 GB', '6 GB']","['6 GB', '6 GB']",[],None,1622,1119,503,1622,1254,368
Rise of the Tomb Raider,Very Positive,"9 Feb, 2016",Crystal Dynamics,Square Enix,Single-player,violence/bad_language,None,None,None,999,None,"['Action', 'Adventure']","['linux', 'windows', 'mac']","['6 GB', '8 GB', '12 GB']","['25 GB', '27 GB', '28 GB']",[],VR Support,74598,56606,17992,74598,69756,4842
Exit the Gungeon,Mostly Positive,"17 Mar, 2020",Dodge Roll,Devolver Digital,Single-player,None,None,None,None,349,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB'],['500 MB'],[],None,1105,1022,83,1105,782,323
Sniper Elite 4,Very Positive,"14 Feb, 2017",Rebellion,Rebellion,Single-player,None,None,None,None,1179,None,"['Action', 'Adventure']",['windows'],['4 GB'],[],[],None,20830,17801,3029,20830,18342,2488
Warhammer Vermintide 2,Mostly Positive,"8 Mar, 2018",Fatshark,Fatshark,Single-player,None,None,None,None,699,None,"['Action', 'Indie']",['windows'],['6 GB'],['65 GB'],[],None,47357,35759,11598,47357,36843,10514
7 Days to Die,Very Positive,"14 Dec, 2013",The Fun Pimps,The Fun Pimps Entertainment LLC,Single-player,None,None,None,None,619,None,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']","['linux', 'windows']","['8 GB', '8 GB']","['12 GB', '12 GB']",[],None,117048,81583,35465,117048,97220,19828
Call of Duty Black Ops II,Very Positive,"12 Nov, 2012",Treyarch,Activision,Single-player,violence/bad_language,None,None,None,3999,None,['Action'],['windows'],[' 2 GB for 32-bit OS or 4 GB for 64-bit OS'],[],[' 16 GB'],None,33176,10171,23005,33176,28299,4877
Resident Evil 6  Biohazard 6,Mostly Positive,"22 Mar, 2013",Capcom,Capcom,Single-player,violence/bad_language,None,None,None,1799,None,"['Action', 'Adventure']",['windows'],['2 GB'],[],['16 GB'],None,23975,16399,7576,23975,19138,4837
Street Fighter V  Champion Edition Upgrade Kit,Mixed,"14 Feb, 2020",Capcom,Capcom,Single-player,violence/bad_language,None,None,None,None,None,['Action'],['windows'],['6 GB'],[],[],None,49,46,3,49,33,16
SYNTHETIK Legion Rising,Overwhelmingly Positive,"16 Mar, 2018",Flow Fire Games,Flow Fire Games,Single-player,None,549,-50%,274,199,None,"['Action', 'Indie']",['windows'],['4 GB'],['600 MB'],[],None,4017,2869,1148,4017,3816,201
LEGO DC SuperVillains,Very Positive,"16 Oct, 2018",TT Games,Warner Bros. Interactive Entertainment,Single-player,Fear,1299,-60%,519,1165,None,"['Action', 'Adventure']","['windows', 'mac']","['4 GB', '8 GB']","['16 GB', '21 GB']",[],None,969,744,225,969,862,107
LEGO DC SuperVillains,Very Positive,"16 Oct, 2018",TT Games,Warner Bros. Interactive Entertainment,Single-player,Fear,1299,-60%,519,1165,None,"['Action', 'Adventure']","['windows', 'mac']","['4 GB', '8 GB']","['16 GB', '21 GB']",[],None,969,744,225,969,862,107
Dead by Daylight  Chains of Hate Chapter,Mostly Positive,"10 Mar, 2020",Behaviour Digital Inc.,Behaviour Digital Inc.,Online PvP,violence/bad_language,None,None,None,259,None,['Action'],['windows'],['8 GB'],['25 GB'],[],None,273,254,19,273,219,54
Assassins Creed Origins,Very Positive,"27 Oct, 2017",Ubisoft Montreal,Ubisoft,Single-player,violence/bad_language,None,None,None,2999,None,"['Action', 'Adventure', 'RPG']",['windows'],['6 GB'],['42 GB'],[],None,48362,42836,5526,48362,41261,7101
The Drone Racing League Simulator,Very Positive,"16 Jun, 2017",The Drone Racing League,The Drone Racing League,Single-player,None,None,None,None,349,None,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']","['windows', 'mac']","['8 GB', '12 GB']","['4 GB', '5 GB']",[],None,1068,735,333,1068,866,202
EARTH DEFENSE FORCE IRON RAIN,Mixed,"15 Oct, 2019",YUKE'S,D3 PUBLISHER,Single-player,None,None,None,None,1299,None,['Action'],['windows'],['8 GB'],['24 GB'],[],None,512,428,84,512,313,199
EARTH DEFENSE FORCE IRON RAIN,Mixed,"15 Oct, 2019",YUKE'S,D3 PUBLISHER,Single-player,None,None,None,None,1299,None,['Action'],['windows'],['8 GB'],['24 GB'],[],None,512,428,84,512,313,199
Beat Saber,Overwhelmingly Positive,"21 May, 2019",Beat Games,Beat Games,Single-player,None,None,None,None,699,None,['Indie'],['windows'],['4 GB'],['200 MB'],[],VR Support,33329,30571,2758,33329,31993,1336
EVE Online,Mostly Positive,"6 May, 2003",CCP,CCP,MMO,None,None,None,None,Free,subscription,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']","['windows', 'mac']","['4 GB', '4 GB']",[],"['23 GB', '23 GB']",None,16773,6206,10567,16773,12861,3912
Curse of the Dead Gods,Very Positive,"3 Mar, 2020",Passtech Games,Focus Home Interactive,Single-player,None,None,None,None,599,None,"['Action', 'Adventure', 'Early Access']",['windows'],['4 GB'],['2 GB'],[],None,1067,960,107,1067,949,118
Curse of the Dead Gods,Very Positive,"3 Mar, 2020",Passtech Games,Focus Home Interactive,Single-player,None,None,None,None,599,None,"['Action', 'Adventure', 'Early Access']",['windows'],['4 GB'],['2 GB'],[],None,1067,960,107,1067,949,118
The Crew 2,Mostly Positive,"29 Jun, 2018",Ivory Tower,Ubisoft,Single-player,violence/bad_language,None,None,None,2999,None,"['Action', 'Massively Multiplayer', 'Racing']",['windows'],['8 GB'],[],[],None,22254,17875,4379,22254,16302,5952
Warhammer Vermintide 2  Winds of Magic,Mostly Negative,"13 Aug, 2019",Fatshark,Fatshark,Single-player,None,None,None,None,529,None,['Action'],['windows'],['6 GB'],['65 GB'],[],None,1459,1268,191,1459,451,1008
DARK SOULS REMASTERED,Mostly Positive,"24 May, 2018",QLOC,"FromSoftware, Inc",Single-player,violence/bad_language,None,None,None,1199,None,['Action'],['windows'],['6 GB'],['8 GB'],[],None,24501,18834,5667,24501,19830,4671
Call of Duty Black Ops III  Zombies Chronicles,Very Positive,"15 Jun, 2017",Treyarch,Activision,Single-player,violence/bad_language,None,None,None,1999,None,"['Action', 'Adventure']",['windows'],['6 GB'],['60 GB'],[],None,1074,1001,73,1074,969,105
The Elder Scrolls Online  Greymoor,7 user reviews,18-May-20,Zenimax Online Studios,Bethesda Softworks,MMO,None,None,None,None,3330,None,"['Action', 'Massively Multiplayer', 'RPG']","['windows', 'mac']","['4 GB', '4 GB']","['85 GB', '85 GB']",[],None,190,7,183,190,154,36
HITMAN 2,Very Positive,"13 Nov, 2018",IO Interactive A/S,Warner Bros Interactive Entertainment,Single-player,violence/bad_language,None,None,None,2099,None,['Action'],['windows'],['8 GB'],['60 GB'],[],None,32334,13564,18770,32334,28975,3359
Bullet Girls Phantasia,Very Positive,"16 Jan, 2020",SHADE Inc.,D3 PUBLISHER,Single-player,None,None,None,None,699,None,['Action'],['windows'],['4 GB'],['10 GB'],[],None,255,217,38,255,212,43
Survivor Pass Shakedown,Mixed,"22 Jan, 2020",PUBG Corporation,PUBG Corporation,Online PvP,None,None,None,None,649,None,"['Action', 'Adventure', 'Massively Multiplayer']",['windows'],['8 GB'],['30 GB'],[],None,449,410,39,449,266,183
Elite Dangerous,Mostly Positive,"2 Apr, 2015",Frontier Developments,Frontier Developments,Single-player,violence/bad_language,None,None,None,1980,None,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",['windows'],['6 GB'],['25 GB'],[],VR Support,49451,37734,11717,49451,36796,12655
DEEEER Simulator Your Average Everyday Deer Game,Very Positive,"21 Jan, 2020",Gibier Games,PLAYISM,Single-player,None,None,None,None,419,None,"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",['windows'],[' 2 MB RAM'],[' 1 GB available space'],[],None,584,540,44,584,509,75
Call of Duty Modern Warfare Remastered,Mixed,"27 Jul, 2017",Raven Software,Activision,Single-player,violence/bad_language,None,None,None,2750,None,['Action'],['windows'],[' 8 GB RAM'],[],[],None,3323,1888,1435,3323,1892,1431
Trine 4 The Nightmare Prince,Very Positive,"8 Oct, 2019",Frozenbyte,Modus Games,Single-player,violence/bad_language,None,None,None,699,None,"['Action', 'Adventure', 'Indie']",['windows'],['4 GB'],['16 GB'],[],None,3791,3154,637,3791,3490,301
Just Cause 3,Mostly Positive,"1 Dec, 2015",Avalanche Studios,Square Enix,Single-player,"Multiple, motiveless killing",None,None,None,399,None,"['Action', 'Adventure']",['windows'],['8 GB'],['54 GB'],[],None,70773,54154,16619,70773,54806,15967
DYNASTY WARRIORS 9,Mostly Negative,"13 Feb, 2018","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Single-player,violence/bad_language,None,None,None,959,None,['Action'],['windows'],['6 GB'],['50 GB'],[],None,7169,5004,2165,7169,2074,5095
Rakion Chaos Force,Mixed,"25 Mar, 2020","Neosonyx Co., Ltd.","Neosonyx Co., Ltd.",Single-player,None,None,None,None,Free,None,"['Action', 'Free to Play', 'RPG', 'Strategy']",['mac'],[' 256 MB RAM'],[' 1 GB available space'],[],None,1575,0,1575,1575,887,688
Team Fortress Classic,Very Positive,"1 Apr, 1999",Valve,Valve,Online PvP,None,None,None,None,199,None,['Action'],"['linux', 'windows', 'mac']",[],[],[],None,4841,3321,1520,4841,4092,749
Killing Floor 2,Very Positive,"18 Nov, 2016",Tripwire Interactive,Tripwire Interactive,Single-player,violence/bad_language,None,None,None,729,None,['Action'],['windows'],['3 GB'],['60 GB'],[],None,88550,58848,29702,88550,77832,10718
DCS World Steam Edition,Very Positive,"18 Mar, 2018",Eagle Dynamics SA,The Fighter Collection,Single-player,None,None,None,None,Free,None,"['Free to Play', 'Simulation']",[],[],[],[],VR Support,10406,279,10127,10406,8423,1983
DOOM 64,Very Positive,"20 Mar, 2020",id Software,Bethesda Softworks,Single-player,violence/bad_language,None,None,None,415,None,['Action'],['windows'],['8 GB'],[],[],None,1146,1043,103,1146,1055,91
Grand Theft Auto San Andreas,Very Positive,"6 Jun, 2005",Rockstar Games,Rockstar Games,Single-player,None,None,None,None,783,None,['Action'],['windows'],['256MB of'],[],['3.6GB of'],None,43531,36728,6803,43531,39464,4067
Avorion,Very Positive,"9 Mar, 2020",Boxelware,Boxelware,Single-player,None,None,None,None,569,None,"['Action', 'Indie', 'Simulation']","['linux', 'windows', 'mac']","['4 GB', '4 GB', '4 GB']","['1 GB', '1 GB', '1 GB']",[],None,5963,5477,486,5963,5459,504
Far Cry New Dawn,Mostly Positive,"15 Feb, 2019",Ubisoft Montreal,Ubisoft,Single-player,violence/bad_language,None,None,None,2249,None,"['Action', 'Adventure']",['windows'],['8 GB'],['30 GB'],[],None,10362,9231,1131,10362,7953,2409
Far Cry New Dawn,Mostly Positive,"15 Feb, 2019",Ubisoft Montreal,Ubisoft,Single-player,violence/bad_language,None,None,None,2249,None,"['Action', 'Adventure']",['windows'],['8 GB'],['30 GB'],[],None,10362,9231,1131,10362,7953,2409
Sniper Ghost Warrior Contracts,Mostly Positive,"22 Nov, 2019",CI Games,CI Games,Single-player,None,None,None,None,999,None,['Action'],['windows'],['8 GB'],['20 GB'],[],None,2796,2339,457,2796,2149,647
Project Winter,Very Positive,"23 May, 2019",Other Ocean Interactive,Other Ocean Group,Online PvP,None,None,None,None,529,None,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",['windows'],['4 GB'],['3 GB'],[],None,2815,2111,704,2815,2382,433
The Surge 2,Very Positive,"24 Sep, 2019",Deck13,Focus Home Interactive,Single-player,None,None,None,None,1799,None,"['Action', 'RPG']",['windows'],['8 GB'],['20 GB'],[],None,2981,2336,645,2981,2427,554
Totally Accurate Battle Simulator,Overwhelmingly Positive,"1 Apr, 2019",Landfall,Landfall,Single-player,None,None,None,None,459,None,"['Indie', 'Simulation', 'Strategy', 'Early Access']","['windows', 'mac']","['8 GB', '8 GB']","['3 GB', '3 GB']",[],None,29238,27352,1886,29238,28476,762
JUMP FORCE,Mixed,"15 Feb, 2019","Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment,Single-player,violence/bad_language,None,None,None,4900,None,['Action'],['windows'],['4 GB'],['17 GB'],[],None,7037,4885,2152,7037,4550,2487
